ID	X	Y
1	4.079372655738548	3.092025768530959
2	4.3730226554477705	1.391014652575532
3	4.045069212358593	1.7110494452541483
4	2.7101315981193035	2.832779116769392
5	5.081084130099756	5.796268252256269
6	4.0856286285951695	4.36995348515304
7	1.267530007117619	3.9270579240672268
8	1.3250635728549096	5.6743461100279715
9	3.2551779329442083	5.512558666686633
10	6.075576946996562	3.827440924794945
11	6.1694627843925085	2.5075103946584854
12	6.68462290908832	0.26831341632927175
13	7.690090128653962	1.215484626127526
14	2.31160025364055	0.8772987637537396
15	6.422560121536343	3.2884267020603
16	7.601468655521247	4.044519646984348
17	1.3414759914365866	3.4921584498040303
18	3.515840026926077	5.674566161831308
19	5.296406779077994	1.781109004549882
20	2.1907764540711674	0.00022005180333607103
21	2.0412288461337855	2.2685503378632483
22	4.115199507074606	2.1727791270083916
23	3.871766061741277	5.7610399432047625
24	5.430576597986286	1.9044657106791194
25	4.181675933087315	4.545555317077237
26	3.118976344345735	1.02716694692538
27	5.7591158115509735	1.2571286150169372
28	3.5175076888244883	2.982647299941032
29	4.4176398201143865	3.764970165212907
30	0.0016676618984109732	3.308081138109724
31	7.121233041036393	1.9838611606630248
32	5.810891207827243	3.3078610863063886
33	5.080004194902608	5.715310822799776
34	1.6956917007526375	1.135081959297997
35	1.2082381331613303	5.954270879595014
36	4.2651151027663525	5.230616248618878
37	5.026562200074014	1.4087155625177767
38	1.1461387584206173	4.203449301693498
39	7.267446388523042	0.15158694750083962
40	5.628631069596129	1.2208020017524654
41	2.8498065684086553	2.386616782287933
42	5.626963407697718	3.9127208636427406
43	3.7285735273722627	0.4027556216249082
44	7.816072199870475	0.6048597773363524
45	6.6485693324696555	0.6874447988251318
46	6.120380499117837	5.469777818038355
47	5.440331199308325	0.7331739192301183
48	1.8552653963514851	0.23916156941947753
49	0.4137689992343101	5.324458356712341
50	0.7091266379308678	2.0357122677259802
51	1.1463226107112683	5.172871409211502
52	3.080495568334739	0.8149102659735145
53	6.296516042302613	2.7862546269235686
54	5.45353216063702	2.9021894023307735
55	2.5679425149303508	2.383499005298661
56	5.637459960766546	2.297329624994421
57	3.9193731824606957	1.6960542064735291
58	7.517079461648708	2.827551806956066
59	6.479041983152371	0.9628802872434108
60	5.661814065297223	2.588390237536588
61	6.06527298391806	1.6384219305310697
62	4.952687427366356	0.5526779698106086
63	4.918950373206792	2.4655505213195674
64	1.8721918590316171	5.737767703837094
65	6.622434330904179	5.679295894395999
66	4.418659698394596	2.8355783015063207
67	4.054491815973829	3.295796889097338
68	6.781199737628051	0.5382486765118994
69	0.13511863351313275	1.5997426826238086
70	7.264120275979342	3.710696869555833
71	1.6560766503607622	0.6368623953803978
72	1.6023062106821184	1.122306632019245
73	3.5908036664427017	4.998440464849328
74	4.649618783315763	0.5696286622086362
75	6.67185329323591	2.532889943529761
76	2.7774269242841454	0.8318609583715422
77	0.04941896233173051	2.853594049133762
78	6.358767225889549	3.996282656865221
79	3.9949271463579024	5.557797160036424
80	7.577567488261498	3.458033980353322
81	3.8598085128447694	3.958054477412616
82	0.3134472122821562	5.747337110797488
83	2.203731862484007	3.321192082032218
84	6.711141001600038	4.625030478778244
85	6.612928196041306	4.32275161718289
86	2.061522218284275	4.055401816569608
87	7.941074902805396	1.789861673653129
88	7.28409529400013	3.2235408581980654
89	7.891655940473666	4.936267624519366
90	0.9253280681105804	5.227258201332845
91	3.8967287941157633	5.378470464482942
92	1.3477605798490822	1.7692242209795221
93	0.03692028127099399	1.4204159870703261
94	1.034313367566926	2.0218871101820333
95	5.833188418786986	4.099223905038108
96	2.3231723659668884	3.3968566314037894
97	7.220260222745681	5.776472287855219
98	0.2616501476826131	5.341454814834181
99	7.279185319940284	3.98661061420209
100	0.9775548536824836	2.117913956636116
101	7.387529379466619	5.050342989682723
102	0.05222678557190315	2.890655755303272
103	3.490800585350855	5.671872525199781
104	6.704466205722821	1.12143153432375
105	3.453880304079861	4.251456538129455
106	5.670152838155895	5.099544424141716
107	5.6206918852928744	0.152232633091347
108	3.346980472189007	1.7026877927379274
109	6.400431662547193	0.3757603452361285
110	3.0853303245063937	2.361232977903746
111	7.121246342606909	2.389149731034039
112	2.1077754708239103	0.24331902126763016
113	7.7337169631402904	3.338806741351316
114	2.055548685252007	3.3526632659643587
115	4.242916377789435	3.6669342161515344
116	3.351082479529186	2.2312317316406087
117	0.7890360737095743	5.415477678022079
118	5.680929641373291	3.1316873074988916
119	3.1683441884167	5.263245044930732
120	2.333949169184284	1.428999514760964
121	4.767912525869506	4.887484699694604
122	7.248618844677891	5.067766536857218
123	5.646666183262597	2.498334968660565
124	5.14084337385398	4.824447515589588
125	5.912949220122306	5.1595282273092495
126	3.085294688601973	1.4717842496252294
127	1.6700328423328707	1.492594011157715
128	7.734212209072787	5.240552517984621
129	0.8809967686232963	2.0771163331356357
130	2.053282567699496	2.1088652104857295
131	5.712652580206597	2.8138712882049033
132	7.719333398515212	0.6798656957247655
133	0.9447400543370906	3.9263865885103
134	0.47071455383732175	1.6120991588675477
135	3.298073871074494	1.4280516198497344
136	3.3298711799833414	2.7876516432779597
